Person Number,Grade,Location,Directorate,Cost Centre,Department,System Person Type,Employee Type,Assignment Category,Full-Time Equivalent,Payroll Status,Action Name,Action Reason,Termination Date,Enterprise Hire Date
1120,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,Dismiss Discipry Grds No Comp,06/12/2018,08/01/2018
1121,EO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/11/2021,08/01/2018
1122,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/04/2020,08/01/2018
1123,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,On Progression,0.811,Payroll,Resignation,Resignation,01/09/2021,08/01/2018
1124,AO,Durham,Operations,1470,Registration Services,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,11/07/2018,08/01/2018
1125,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/06/2019,08/01/2018
1126,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,19/05/2019,08/01/2018
1127,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,0.608,Payroll,Resignation,Resignation,30/12/2020,08/01/2018
1128,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,17/11/2019,08/01/2018
1129,AO,Swansea,Operations,1470,Registration Services,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,05/10/2018,08/01/2018
1130,SEO,Durham,FBS,2100,Facilities and Property Management,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,31/10/2018,04/01/2018
1131,EO,Plymouth,DDat,1825,DDAT Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,28/07/2021,08/01/2018
1132,Grade 7,Nottingham,FBS,1360,Finance Business Partnering,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,09/10/2022,16/01/2018
1133,EO,Nottingham,Human Resources,1233,HR Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,28/12/2018,08/01/2018
1134,HEO,Plymouth,DDat,1825,IT Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,13/12/2019,29/01/2018
1135,HEO,Plymouth,DDat,1825,IT Operations,Employee,Permanent,,1,Payroll,Termination,Dismiss Discipry Grds No Comp,22/11/2018,12/02/2018
1136,SEO,Plymouth,Customer & Strategy Group,1845,DDAT Data Science,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,03/06/2022,19/02/2018
1137,Grade 7,Plymouth,DDat,1829,DDAT Architecture,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/12/2021,12/03/2018
1138,HEO,Croydon,DDat,1817,IT Solutions,Employee,Permanent,,0.583,Payroll,Resignation,Resignation,02/02/2020,16/04/2018
1139,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,24/03/2019,14/05/2018
1140,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,09/04/2020,14/05/2018
1141,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,Dismiss Discipry Grds No Comp,11/12/2018,14/05/2018
1142,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,10/05/2019,14/05/2018
1143,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Resignation,Resignation,19/06/2018,14/05/2018
1144,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,21/08/2018,14/05/2018
1145,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,07/11/2019,14/05/2018
1146,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,24/02/2020,14/05/2018
1147,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,09/08/2020,14/05/2018
1148,EO,Hull,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,,04/12/2022,14/05/2018
1149,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,18/10/2022,14/05/2018
1150,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/10/2020,14/05/2018
1151,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Resignation,Resignation,28/09/2018,14/05/2018
1152,AO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,29/08/2019,14/05/2018
1153,AO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Resignation,Resignation,04/01/2019,14/05/2018
1154,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,10/02/2019,14/05/2018
1155,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,07/12/2018,14/05/2018
1156,AO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/11/2020,14/05/2018
1157,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,25/10/2018,14/05/2018
1158,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,19/11/2018,14/05/2018
1159,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,30/06/2022,14/05/2018
1160,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,04/03/2019,14/05/2018
1161,AO,Hull,Operations,1470,Registration Services,Employee,Permanent,,0.92,Payroll,Resignation,Resignation,10/01/2021,14/05/2018
1162,EO,Swansea,Operations,1430,Customer Support Centre,Employee,Permanent,Full-time regular,1,Payroll,Termination,Dismiss Discipry Grds No Comp,15/06/2022,14/05/2018
1163,Grade 7,Coventry,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/04/2022,01/06/2018
1164,EO,Plymouth,DDat,7540,Data Capture and Quality,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,28/02/2020,06/06/2018
1165,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,05/08/2019,14/05/2018
1166,HEO,Croydon,CE & CLR,1241,External Communications,Employee,Permanent,,1,Payroll,Resignation,Resignation,07/04/2019,02/07/2018
1167,SEO,Plymouth,DDat,1825,IT Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/03/2020,01/07/2018
1168,Grade 7,Croydon,Customer & Strategy Group,7510,Account Management,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/11/2018,01/07/2018
1169,EO,Croydon,DDat,1865,DDAT Software Development,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,30/09/2022,16/07/2018
1170,EO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Resignation,Resignation,08/08/2018,16/07/2018
1171,HEO,Plymouth,DDat,7530,User Centred Research and Design,Employee,Permanent,,0.81,Payroll,Resignation,Resignation,11/12/2020,09/07/2018
1172,EO,Gloucester,Data & Register Integrity Group,1555,Register Protection,Employee,Permanent,,1,Payroll,Resignation,Resignation,25/10/2020,23/07/2018
1173,SEO,Plymouth,DDat,1825,IT Operations,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/08/2019,16/07/2018
1174,HEO,Gloucester,Data & Register Integrity Group,1555,Register Protection,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/09/2021,30/07/2018
1175,AO,Durham,Operations,1430,Customer Support Centre,Employee,Permanent,,1,Payroll,Resignation,Resignation,07/04/2020,01/08/2018
1176,SCS1,Plymouth,Customer & Strategy Group,7526,Enterprise Design Hub,Employee,Permanent,Senior Civil Servant,1,Payroll,Resignation,Resignation,31/12/2020,06/08/2018
1177,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/10/2018,01/08/2018
1178,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,19/11/2021,06/08/2018
1179,AO,Durham,Operations,1430,Customer Support Centre,Employee,Permanent,,0.865,Payroll,Retirement,Approved Early Retirement(AER),31/12/2020,01/08/2018
1180,EO,Gloucester,Data & Register Integrity Group,1555,Register Protection,Employee,Permanent,,1,Payroll,Resignation,Resignation,24/11/2020,06/08/2018
1181,SEO+,Croydon,CE & CLR,1105,CE & CLR,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/01/2020,07/08/2018
1182,AO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,27/03/2019,03/09/2018
1183,EO,Nottingham,Human Resources,1233,HR Operations,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,02/10/2022,28/08/2018
1184,AO,Plymouth,DDat,1815,Office of DDaT,Employee,Fixed Term Appt,,1,Payroll,Terminate Placement,,02/09/2019,03/09/2018
1185,AO,Plymouth,DDat,1815,Office of DDaT,Employee,Fixed Term Appt,,1,Payroll,Terminate Placement,,02/09/2019,03/09/2018
1186,EO,Plymouth,DDat,1865,DDAT Software Development,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/08/2021,03/09/2018
1187,AO,Croydon,Operations,1420,Customer Resolution Team,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,02/10/2022,10/09/2018
1188,AA,Plymouth,Operations,1470,Registration Services,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,08/05/2019,17/09/2018
1189,APP,Plymouth,DDat,1817,IT Solutions,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,31/10/2018,03/09/2018
1190,Grade 7,Croydon,CE & CLR,1241,External Communications,Employee,Permanent,,1,Payroll,Resignation,Resignation,27/08/2019,04/09/2018
1191,APP,Plymouth,DDat,1827,DDAT Service Management,Employee,Fixed Term Appt,,1,Payroll,Involuntary Termination,Dismissal,14/10/2021,03/09/2018
1192,AO,Plymouth,DDat,1827,Supplier Service & Performance,Employee,Fixed Term Appt,,1,Payroll,Resignation,Resignation,21/07/2019,10/09/2018
1193,APP,Croydon,FBS,1360,Financial Reporting and Accounting,Employee,Permanent,Apprentice,1,Payroll,Resignation,Resignation,07/08/2019,17/09/2018
1194,AA,Croydon,FBS,1360,Financial Reporting and Accounting,Employee,Permanent,Apprentice,1,Payroll,Resignation,Resignation,18/10/2020,17/09/2018
1195,Grade 7,Durham,Operations,1425,Customer Services SMT,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,11/11/2022,17/09/2018
1196,SEO,Plymouth,DDat,1865,DDAT Software Development,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,08/01/2023,01/10/2018
1197,SEO,Plymouth,DDat,1855,DDAT Delivery,Employee,Permanent,,1,Payroll,Resignation,,09/05/2021,01/10/2018
1198,SEO,Birkenhead,Transformation,7525,Business Change,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,28/09/2022,01/10/2018
1199,SEO,Peterborough,DDat,1817,IT Solutions,Employee,Permanent,,0.54,Payroll,Resignation,Resignation,15/11/2018,01/10/2018
1200,HEO,Plymouth,DDat,1865,DDAT Software Development,Employee,Permanent,,1,Payroll,Resignation,Resignation,28/01/2022,08/10/2018
1201,HEO,Plymouth,DDat,7530,Digital Development,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/02/2020,08/10/2018
1202,SEO+,Plymouth,Customer & Strategy Group,1820,DDAT Digital Design,Employee,Permanent,Full-time regular,1,Payroll,Resignation,,08/03/2023,08/10/2018
1203,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/09/2021,05/11/2018
1204,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,03/05/2019,15/10/2018
1205,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,13/09/2019,15/10/2018
1206,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/01/2019,15/10/2018
1207,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/08/2019,15/10/2018
1208,AO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/03/2020,15/10/2018
1209,AO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/10/2019,15/10/2018
1210,AO,Leicester,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,23/10/2022,15/10/2018
1211,AO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,20/09/2019,15/10/2018
1212,AO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/06/2019,15/10/2018
1213,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/09/2020,15/10/2018
1214,AO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Resignation,,05/03/2021,15/10/2018
1215,AO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,16/08/2019,15/10/2018
1216,AO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Termination,Dismiss Ineff Attend (comp),16/08/2019,15/10/2018
1217,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,24/05/2019,05/11/2018
1218,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,29/04/2019,15/10/2018
1219,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,25/10/2020,05/11/2018
1220,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Resignation,,05/07/2019,05/11/2018
1221,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/12/2019,05/11/2018
1222,EO,Peterborough,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/11/2021,05/11/2018
1223,AO,Peterborough,Operations,1470,Registration Services,Employee,Permanent,On Progression,1,Payroll,Resignation,Resignation,08/03/2020,05/11/2018
1224,AO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,28/08/2020,05/11/2018
1225,AO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,01/02/2019,05/11/2018
1226,AO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,05/07/2019,05/11/2018
1227,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,22/03/2019,05/11/2018
1228,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,Discharge IneffectiveProb/Trial,11/07/2019,15/10/2018
1229,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,03/11/2019,15/10/2018
1230,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,04/07/2021,15/10/2018
1231,AO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,10/05/2019,05/11/2018
1232,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.811,Payroll,Resignation,Resignation,14/10/2022,05/11/2018
1233,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,05/04/2019,15/10/2018
1234,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,29/09/2019,05/11/2018
1235,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,18/08/2019,15/10/2018
1236,EO,Nottingham,Human Resources,1233,HR Operations,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,31/05/2020,01/11/2018
1237,HEO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Resignation,,11/03/2019,15/10/2018
1238,HEO,Croydon,FBS,1370,Commercial,Employee,Permanent,,1,Payroll,Resignation,Resignation,10/04/2020,15/10/2018
1239,AO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,11/01/2019,15/10/2018
1240,Grade 7,Plymouth,Transformation,7525,Business Change,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,30/09/2022,22/10/2018
1241,AO,Coventry,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Termination,Dismiss Discipry Grds No Comp,11/07/2022,05/11/2018
1242,AO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,19/07/2019,05/11/2018
1243,AO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/07/2019,05/11/2018
1244,AO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Resignation,Resignation,17/02/2019,05/11/2018
1245,AO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,11/01/2019,05/11/2018
1246,AO,Peterborough,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,05/07/2019,05/11/2018
1247,EO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Death,Death in Service,09/09/2021,05/11/2018
1248,AO,Telford,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,07/11/2018,05/11/2018
1249,EO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/08/2019,05/11/2018
